"","title","year","length","rating","votes"
"36144","Newton Boys, The",1998,113,5.7,2003
"36150","Next Karate Kid, The",1994,107,3.9,2019
"36151","Next Man, The",1976,103,4.6,109
"36163","Next of Kin",1989,108,4.9,1147
"36177","Ngo dik yeh man tung hok",2001,94,6.3,59
"36178","Ngo si sui",1998,108,6.5,2867
"36182","Ni liv",1957,96,7.7,172
"36190","Ni-ni-roku",1989,114,5.9,8
"36198","Niata sti laspi",1984,89,4.5,7
"36247","Nidaime wa Christian",1985,101,6.6,5
"36258","Niente rose per OSS 117",1968,91,4.4,19
"36295","Night Demons",2004,15,8.8,11
"36305","Night Fire",1994,97,2.8,71
"36314","Night Hunter",1995,86,4,102
"36357","Night Train to Mundo Fine",1966,89,1.8,1095
"36409","Night of the Archer",1994,95,4.6,15
"36416","Night of the Cyclone",1990,85,3.7,32
"36430","Night of the Juggler",1980,101,5.5,68
"36441","Night of the Running Man",1994,93,5.1,249
"36446","Night of the Warrior",1991,99,3.3,40
"36455","Night to Remember, A",1958,123,7.7,2476
"36466","Nightforce",1987,87,3.6,46
"36468","Nighthawks",1981,99,6.2,1726
"36482","Nightmare County",1977,75,5.8,5
"36530","Nin x Nin: Ninja Hattori-kun, the Movie",2004,102,6.6,10
"36536","Nine Deaths of the Ninja",1985,94,2.5,100
"36542","Nine Lives of Fritz the Cat, The",1974,79,4.9,248
"36559","Ninja Assassins",1985,91,1.5,14
"36564","Ninja Dragon",1986,85,2.7,14
"36565","Ninja Hunter, The",1984,88,6.2,24
"36566","Ninja III: The Domination",1984,92,3.8,240
"36568","Ninja Mission, The",1984,93,3.2,141
"36570","Ninja Thunderbolt",1985,90,3.5,28
"36571","Ninja Vs. Bruce Lee",1982,79,1.2,10
"36572","Ninja Warriors",1985,90,1.5,26
"36574","Ninja bugeicho momochi sandayu",1980,117,5.8,82
"36575","Ninja the Protector",1986,92,2.8,37
"36576","Ninja, the Violent Sorceror",1986,90,2.8,5
"36594","Nirvana",1997,113,5.4,1199
"36616","No 1: Licensed to Love and Kill",1979,78,2.8,13
"36624","No Code of Conduct",1998,95,4.4,314
"36625","No Contest",1994,98,3.7,219
"36626","No Contest II",1997,86,4.3,89
"36628","No Dead Heroes",1987,86,2,11
"36638","No Escape",1994,118,5.6,2372
"36640","No Exit",1995,93,3.4,56
"36646","No Holds Barred",1989,93,3.5,1007
"36649","No Law 4000",2002,28,7,15
"36663","No Mercy",1986,106,5.5,980
"36664","No Mercy Man, The",1975,91,3.9,13
"36696","No Retreat, No Surrender",1985,79,4,1065
"36697","No Retreat, No Surrender 2: Raging Thunder",1989,104,4.1,107
"36698","No Retreat, No Surrender 3: Blood Brothers",1990,101,3.8,56
"36728","No Way Back",1976,103,3.5,14
"36729","No Way Back",1995,91,5.2,474
"36748","No. 1 of the Secret Service",1977,91,5.1,21
"36749","No. 3",1997,108,7.1,132
"36801","Nochnoy dozor",2004,115,6.3,1020
"36820","Noigwon",1983,95,4.2,6
"36831","Noleul bola america",1991,90,4.1,10
"36832","Noll tolerans",1999,108,6.4,634
"36862","Noon Sunday",1975,104,5.4,6
"36893","Norseman, The",1978,90,3.2,122
"36897","North Avenue Irregulars, The",1979,99,5.8,199
"36906","North West Mounted Police",1940,126,6.3,226
"36918","Northeast of Seoul",1972,84,4.4,12
"36925","Northville Cemetery Massacre",1976,86,5.2,35
"36952","Nostradamus",2000,102,4.2,137
"36958","Nosutoradamusu no daiyogen",1974,88,3.7,49
"37012","Nothing to Lose",1997,98,6.5,5606
"37039","Notturno",1983,204,6.5,6
"37054","Novela Novela",2001,60,8.1,14
"37073","Novye priklyucheniya neulovimykh",1968,82,6.5,44
"37098","Nowhere Land",1998,88,4.7,38
"37099","Nowhere Man",2005,90,5.6,14
"37103","Nowhere to Hide",1987,90,5.1,73
"37105","Nowhere to Run",1993,102,4.7,2089
"37111","Nu hei xia huang ying",1992,89,6.5,9
"37129","Nudo e selvaggio",1985,88,5.1,79
"37168","Number One with a Bullet",1987,103,4.5,64
"37176","Nun Fu",2005,5,9.8,5
"37186","Nuovi barbari, I",1982,91,3.2,104
"37189","Nur aus Liebe",1996,100,6.4,110
"37249","O.H.M.S.",1937,71,5.5,19
"37254","OK Connery",1967,104,3.9,141
"37263","Oatsurae Jirokichi goshi",1931,70,6.1,8
"37317","Occultist, The",1987,82,2.2,26
"37331","Octagon, The",1980,103,4.7,419
"37341","Octobriana & the Finger of Lenin",2003,24,4.1,6
"37345","Octopussy",1983,131,6.4,8331
"37366","Odinochnoye plavanye",1985,96,6.1,13
"37369","Odinokiy igrok",1995,90,6.7,6
"37379","Odoru daisosasen",1998,119,7,148
"37380","Odoru daisosasen the movie 2: Rainbow bridge wo fusaseyo!",2003,138,6.1,75
"37416","Ofelas",1987,86,7.6,661
"37424","Off Limits",1988,102,5.7,430
"37447","Officer 444",1926,200,3.2,6
"37509","Oi yue shing",2000,89,6.9,52
"37510","Oi! Warning",1999,90,6.8,219
"37512","Oigyeseo on Ulemae",1986,80,8.8,5
"37527","Ojos que no ven",2000,90,5.4,23
"37534","Okami yo rakujitsu o kire",1974,159,6.3,10
"37544","Okkadu",2003,170,9.5,12
"37625","Oldboy",2003,120,8.4,8983
"37702","Omega Code, The",1999,100,3.5,2224
"37705","Omega Syndrome",1987,90,4.2,40
"37720","On Deadly Ground",1994,102,3.5,3731
"37724","On Her Majesty's Secret Service",1969,140,6.7,7219
"37819","Once Upon a Time in Mexico",2003,102,6,14732
"37861","One Deadly Road",1998,104,6.9,15
"37867","One Down, Two to Go",1982,89,3.2,69
"37882","One Good Cop",1991,105,5.4,702
"37905","One Man Army",1994,79,2.7,32
"37906","One Man Force",1989,92,4.4,29
"37908","One Man Out",1989,90,4.7,11
"37910","One Man's Hero",1999,121,5.5,271
"37949","One Spy Too Many",1966,102,5.7,78
"37950","One Step to Hell",1967,98,4.9,6
"37961","One Tough Bastard",1995,100,4.5,140
"37962","One Tough Cop",1998,90,5,395
"37967","One Way Out",1986,90,7,5
"37988","One of Our Spies Is Missing",1966,100,5.6,52
"37994","One-Armed Executioner",1983,95,4.1,13
"37998","Ong-bak",2003,101,7.2,3193
"38025","Only the Strong",1993,99,5.5,492
"38028","Onmyoji",2001,116,6.1,189
"38030","Onna hissatsu ken",1974,88,5.6,117
"38054","Opasnye gastroli",1969,87,5.2,23
"38056","Open Fire",1988,90,4.8,21
"38081","Operation Balikatan",2003,91,2.3,15
"38083","Operation Bluebird",1999,15,4.4,8
"38091","Operation Delta Force",1997,93,3.7,188
"38092","Operation Delta Force 3: Clear Target",1998,94,3.4,181
"38093","Operation Delta Force 4: Deep Fault",2001,96,3.7,72
"38096","Operation Dumbo Drop",1995,104,4.8,1274
"38099","Operation Golden Phoenix",1993,95,3.1,12
"38111","Operation Warzone",1990,86,1.4,12
"38115","Operative, The",2000,93,3.9,98
"38159","Orapronobis",1989,94,6.6,21
"38161","Orazi e curiazi",1961,105,3.7,18
"38173","Order, The",2001,89,4.1,1053
"38186","Ore ni sawaru to abunaize",1966,87,7.1,45
"38224","Orinoco prigioniere del sesso",1980,94,6,12
"38225","Orion's Key",1996,99,3.6,67
"38235","Oro diablo",2000,86,7.1,12
"38238","Oro per i Cesari",1963,86,5,30
"38260","Osaka jo monogatari",1961,95,5.2,7
"38298","Ostatnia misja",2000,102,5.9,25
"38299","Osterman Weekend, The",1983,116,5.7,1203
"38323","Othello, el comando negro",1982,90,7.5,5
"38384","Otvetnyy khod",1981,84,6.8,5
"38450","Out for Blood",1993,90,3.9,33
"38451","Out for Blood",2004,95,4,72
"38452","Out for Justice",1991,88,4.9,2097
"38453","Out for a Kill",2003,88,3,818
"38456","Out of Bounds",1986,93,4.8,234
"38459","Out of Control",1985,78,2.9,58
"38462","Out of Courage 2: Out for Vengeance",1999,28,5.3,38
"38465","Out of Line",2001,96,4.9,46
"38467","Out of Reach",2004,88,3.7,399
"38511","Outdoorsmen",2002,64,8.8,15
"38518","Outfit, The",1993,92,1.9,29
"38519","Outfitters, The",1999,92,5.1,30
"38522","Outland",1981,109,6.3,3539
"38530","Outlaw of Gor",1989,89,2.2,196
"38533","Outlaws of the Desert",1941,66,6,17
"38535","Outpost in Morocco",1949,92,4.4,28
"38554","Outta Time",2002,94,3.5,93
"38568","Over the Top",1987,93,4,3401
"38576","Overdrive",1997,92,3.5,27
"38578","Overkill",1986,87,2.5,15
"38579","Overkill",1996,88,3.5,41
"38580","Overkill",2004,88,8.1,9
"38633","P.J.",1968,109,5.4,58
"38652","Paap",2003,120,5.4,18
"38654","Paau mui",1998,86,4.6,60
"38658","Pace That Thrills, The",1952,63,5.5,6
"38668","Pacifier, The",2005,95,4.9,2179
"38683","Pacte des loups, Le",2001,152,7,12958
"38723","Paid in Full",2002,97,6.1,404
"38752","Pajeczarki",1993,105,5.4,8
"38762","Paladini - storia d'armi e d'amori, I",1983,98,5.3,104
"38772","Palermo Milano solo andata",1995,100,5.9,91
"38829","Pandora Project, The",1998,89,3,150
"38843","Pang shen feng",1976,85,7.4,8
"38850","Panic",2001,91,4.3,120
"38859","Panikos sta sholeia",1981,118,7.7,12
"38877","Panther Girl of the Kongo",1955,167,5.1,12
"38878","Panther Squad",1984,77,1.7,27
"38917","Paper Soldiers",2002,88,5.1,103
"38985","Paradiset",2003,115,4.9,179
"39006","Parampara",1992,155,3.5,19
"39067","Paris Holiday",1958,103,5.2,65
"39101","Parole de flic",1985,96,5.4,152
"39199","Passage, The",2003,77,5.8,12
"39218","Passenger 57",1992,84,5.4,5329
"39261","Password: Uccidete agente Gordon",1967,103,5,5
"39264","Past Perfect",1998,92,4.3,91
"39307","Patriot Games",1992,117,6.8,12751
"39309","Patriot, The",1986,88,3.6,50
"39310","Patriot, The",2000,164,6.8,29665
"39372","Pay or Die",1979,86,6.1,9
"39374","Payback",1990,94,5.1,23
"39377","Paycheck",2003,119,6.1,10383
"39395","Peace Killers, The",1971,88,5.5,13
"39398","Peacekeeper, The",1997,98,4.6,505
"39399","Peacemaker, The",1997,124,5.9,8994
"39408","Pearl Harbor",2001,184,5.4,33409
"39411","Pearl of the South Pacific",1955,86,4.1,30
"39442","Pedro Navaja",1984,95,6.2,7
"39465","Peking Express",1951,95,4.8,8
"39480","Pembalasan ratu pantai selatan",1988,82,5.2,84
"39482","Pen hou nu lang",1992,87,3,5
"39524","Pentathlon",1994,101,3.8,209
"39565","Per un pugno di diamanti",1986,89,1.8,14
"39566","Per un pugno di dollari",1964,99,7.8,8998
"39568","Per una bara piena di dollari",1971,91,7.6,51
"39574","Perdita Durango",1997,125,6,1480
"39576","Pered rassvetom",1989,85,7,5
"39577","Perekhvat",1986,87,7.5,8
"39601","Perfect Murder, The",1988,93,6.4,31
"39608","Perfect Storm, The",2000,130,6.2,24946
"39613","Perfect Target",1997,89,4.2,55
"39618","Perfect Weapon, The",1991,83,4.7,430
"39636","Perils of Nyoka",1942,261,8.3,34
"39660","Perro callejero II",1981,96,5.6,14
"39665","Perros callejeros",1977,103,4.1,44
"39666","Perros callejeros II",1983,100,4.9,10
"39689","Persons Unknown",1996,99,5,224
"39729","Peter Pan",2003,113,7.2,5596
"39805","Peur sur la ville",1975,125,6.6,254
"39858","Phantom, The",1943,299,8.3,38
"39859","Phantom, The",1996,100,5,3329
"39862","Pharaoh Project, The",2001,85,7.5,6
"39869","Phase IV",2001,103,4.9,71
"39879","Philadelphia Experiment II",1993,97,4.3,313
"39895","Phoenix the Warrior",1987,90,3.9,57
"39901","Phool Aur Kaante",1991,173,6.6,9
"39916","Pi li huo",1995,110,6.1,735
"39935","Piazza pulita",1972,90,2.7,9
"39940","Picari, I",1988,121,6.8,21
"39942","Picasso Trigger",1988,99,3.2,146
"40011","Piedone a Hong Kong",1975,108,5.6,154
"40012","Piedone d'Egitto",1979,101,5.2,127
"40013","Piedone l'africano",1978,115,5.6,140
"40014","Piedone lo sbirro",1974,113,6.2,174
"40023","Pier 5, Havana",1959,67,5.2,21
"40074","Pilkarski poker",1989,99,7.6,36
"40084","Pilot, The",1981,92,5.8,51
"40104","Pink Cadillac",1989,122,4.9,1495
"40172","Pintea",1976,94,8.4,15
"40201","Piratene",1983,93,6.2,30
"40210","Pirates of the Caribbean: The Curse of the Black Pearl",2003,143,8,60812
"40211","Pirates of the High Seas",1950,260,6.5,5
"40213","Pirates on Horseback",1941,69,5.7,18
"40215","Pirati della Malesia, I",1964,107,5.1,12
"40217","Pirati di Capri, I",1949,94,6.4,17
"40218","Piraty XX veka",1979,83,4.6,45
"40235","Pistol Opera",2001,112,6.1,250
"40252","Pitch, The",2001,3,7.7,6
"40311","Plan",2004,149,5.2,34
"40329","Planet of the Apes",1968,107,7.9,20516
"40330","Planet of the Apes",2001,119,5.6,28601
"40331","Planet of the Pitts",2004,112,1,29
"40349","Plastposen",1986,88,4.8,68
"40351","Plata quemada",2000,125,7.5,791
"40358","Plato's Run",1997,96,4.2,88
"40360","Platoon",1986,120,8.1,35210
"40363","Plauto, recuerdo distorsionado de un tonto eventual",2004,85,1.7,17
"40377","Play Time",1994,90,5.4,171
"40424","Please Don't Eat the Babies",1983,90,1.6,12
"40477","Plunder of the Sun",1953,81,4.6,12
"40483","Plunkett & Macleane",1999,93,6.1,2887
"40531","Pocket Ninjas",1997,80,1.4,147
"40555","Pogovorim, brat",1978,116,7.8,6
"40561","Point Blank",1967,92,7.4,1642
"40562","Point Blank",1997,92,3.2,228
"40563","Point Break",1991,120,6.5,11180
"40564","Point Doom",1999,100,3.6,70
"40566","Point Men, The",2001,88,4.6,266
"40569","Point of No Return",1993,104,5.7,4600
"40585","Pokemon 4Ever",2002,75,4.4,216
"40586","Pokemon: Destiny Deoxys",2005,98,5.1,49
"40623","Police Rescue",1994,94,4.7,57
"40626","Policewomen",1974,90,5.2,30
"40664","Polymorph",1996,86,5.9,19
"40707","Pootie Tang",2001,70,4.1,1921
"40721","Pope of Greenwich Village, The",1984,121,6.1,923
"40735","Popeye's Premiere",1949,11,5.2,7
"40757","Porgi l'altra guancia",1974,100,5.6,246
"40759","Pork Chop Hill",1959,97,7.2,496
"40862","Portrait of a Hitman",1977,86,3.9,30
"40870","Portraits of a Killer",1996,93,4.5,46
"40875","Poseidon Adventure, The",1972,117,6.8,5591
"40883","Poslednji krug u Monci",1989,102,7.4,16
"40895","Possessed by the Night",1994,94,3.2,103
"40921","Postman, The",1997,177,5.2,8773
"40929","Posutoman burusu",1997,110,7.5,323
"40941","Potomok Chingis-Khana",1928,126,7.5,113
"40974","Povratak otpisanih",1976,95,7.6,43
"40982","Power 98",1996,89,4.4,90
"40983","Power Elite",2002,94,3.6,9
"40987","Power Play",2002,100,3.6,142
"40989","Power Within, The",1995,97,4.4,44
"40994","Power of Attorney",1995,97,5.6,67
"41002","Powerpuff Girls, The",2002,73,6.2,1334
"41020","Prahaar: The Final Attack",1991,166,8,31
"41032","Pratibandh",1990,159,6.7,15
"41040","Pray for Death",1985,92,4.4,101
"41041","Prayer for the Dying, A",1987,107,6.1,581
"41057","Predator",1987,107,7.4,25254
"41058","Predator 2",1990,108,5.5,9858
"41059","Predatori di Atlantide, I",1983,98,4.1,83
"41118","Presidio, The",1988,97,5.8,3175
"41125","Pressure Point",1997,97,3.5,20
"41126","Pressure Point",2001,90,4.6,58
"41163","Prey of the Chameleon",1992,91,4.6,81
"41164","Prey of the Jaguar",1996,96,3.8,28
"41180","Pride and the Passion, The",1957,133,5.3,331
"41192","Prigioniere dell'isola del diavolo, Le",1962,86,3.7,11
"41210","Primary Suspect",2000,91,4.9,125
"41211","Primary Target",1989,85,3.7,7
"41213","Prime Cut",1972,88,6.4,307
"41254","Prince of Central Park",2000,109,4.9,145
"41259","Prince of Light, The",2000,97,7.2,15
"41307","Prison Planet",1992,90,2.2,16
"41308","Prison Ship",1984,86,3.1,50
"41375","Private Wars",1993,88,2.3,21
"41383","Prix du danger, Le",1983,100,6.7,98
"41394","Problem Child",1990,81,4,3168
"41423","Professionnel, Le",1981,109,7.4,993
"41434","Profil bas",1993,106,5.5,54
"41447","Program, The",1993,112,5.9,1512
"41448","Programmed to Kill",1987,91,3.1,59
"41456","Project Shadowchaser II",1994,94,2.9,59
"41463","Project: Kill",1976,90,3.8,43
"41494","Proof of Life",2000,135,6.3,9592
"41526","Protector, The",1985,94,4.7,337
"41527","Protector, The",1999,89,4.9,29
"41551","Provocateur",1998,99,4.5,126
"41562","Prywatne sledztwo",1987,94,5.8,8
"41565","Przepraszam, czy tu bija?",1977,90,7.4,20
"41575","Psy",1992,104,6.7,233
"41576","Psy 2: Ostatnia krew",1994,100,5.5,126
"41618","Public Enemy, The",1931,83,7.6,1663
"41651","Pukar",1983,161,8.3,37
"41660","Pulp",1972,95,6.1,188
"41661","Pulp Diction",2003,1,6.5,14
"41683","Punisher, The",1989,92,4.7,2007
"41684","Punisher, The",2004,124,6.2,9989
"41693","Punto y raya",2004,105,9.5,62
"41699","Puppet",1999,93,1.2,6
"41724","Pure Danger",1996,99,3.9,41
"41735","Purifiers, The",2004,85,3.9,67
"41742","Purple Gas",2003,81,4.1,8
"41747","Purple Monster Strikes, The",1945,209,6.3,30
"41749","Purple Plain, The",1954,100,6.3,166
"41756","Pursuit",1935,60,5.9,8
"41757","Pursuit",1991,95,2.8,15
"41764","Pusher",1996,105,7.1,1488
"41765","Pusher II",2004,100,6.6,209
"41829","Qayamat Se Qayamat Tak",1988,162,8.1,132
"41834","Qian zuo guai",1977,101,4.5,23
"41836","Qiao tan nu jiao wa",1977,80,3.5,7
"41837","Qiji",1989,105,7,494
"41840","Qing bao long hu men",1985,90,4.6,8
"41869","Quan jing",1978,94,5.3,189
"41906","Quattro Noza",2003,96,3.5,35
"41938","Queen's Messenger",2000,94,2.6,54
"41939","Queen's Messenger II",2001,90,6,27
"41949","Quel maledetto treno blindato",1977,72,5.6,100
"41971","Quest of the Delta Knights",1993,97,1.7,566
"41986","Quick",1993,94,5.2,118
"41993","Quick and the Dead, The",1995,107,6.1,8837
"42017","Quiet Thunder",1988,84,4,9
"42028","Quincannon - Frontier Scout",1956,83,5.1,8
"42043","Qurbani",1980,157,5,42
"42047","R.I.C.C.O.",2002,104,5.6,9
"42063","Rabbia",1984,90,2.8,10
"42093","Race for Glory",1989,104,5.3,27
"42095","Race for the Yankee Zephyr",1981,108,5.1,83
"42100","Race with the Devil",1975,88,5.9,361
"42106","Rachel's Attic",2002,112,2.4,58
"42116","Racket Girls",1951,81,2.3,66
"42125","Radar Men From the Moon",1952,167,4.5,123
"42126","Radar Patrol vs. Spy King",1950,167,5.5,9
"42145","Radio Patrol",1937,242,5.5,5
"42149","Radioactive Dreams",1985,98,4.6,114
"42154","Radius",2004,33,4.4,22
"42185","Ragazzo dal kimono d'oro, Il",1987,94,3.4,34
"42192","Rage",1995,94,4.1,94
"42196","Rage and Honor",1992,89,4,60
"42197","Rage and Honor II",1993,98,4.4,50
"42201","Rage of Honor",1987,91,4.7,39
"42204","Rage of the Innocents",2000,93,3.3,11
"42205","Rage to Kill",1987,96,1.7,20
"42228","Raid",2003,124,7.4,338
"42229","Raid on Rommel",1971,99,5,173
"42230","Raid, Le",2002,94,3.3,243
"42231","Raid, The",1954,83,7,62
"42235","Raiders of the Golden Triangle",1985,90,7.3,6
"42237","Raiders of the Lost Ark",1981,115,8.7,93511
"42239","Raiders of the Sun",1992,80,2.5,20
"42266","Rainbow Valley",1935,52,3.9,29
"42284","Raise the Titanic",1980,115,4.4,612
"42297","Raja Hindustani",1996,165,5.3,136
"42322","Rambo III",1988,101,4.1,7631
"42323","Rambo: First Blood Part II",1985,94,5.1,9479
"42336","Ran",1985,160,8.4,11981
"42341","Rancho del miedo",1971,95,2.1,5
"42342","Rancid",2004,108,4.9,72
"42360","Ransom",1996,139,6.6,17678
"42367","Rapa Nui",1994,107,5.8,761
"42372","Raped by an Angel 5: The Final Judgement",2000,84,5,12
"42373","Rapid Fire",1990,84,5.4,42
"42374","Rapid Fire",1992,95,5.6,1072
"42388","Rare Breed, The",1966,97,6.2,278
"42389","Rare Exports Inc.",2003,7,7.6,32
"42409","Rat Pfink a Boo Boo",1966,72,3.1,117
"42432","Rats of Tobruk, The",1944,68,5.8,17
"42449","Ravagers, The",1965,88,5.3,8
"42456","Raven",1997,93,4.2,131
"42457","Raven's Ridge",1997,77,3.2,22
"42469","Raw Deal",1986,97,4.7,2967
"42472","Raw Force",1982,86,4,30
"42474","Raw Justice",1994,95,3.4,232
"42478","Raw Target",1995,92,4.4,11
"42481","Rawhead Rex",1986,89,4.1,382
"42487","Ray Tracey in Full Tilt",2000,2,5.2,19
"42497","Razbunarea haiducilor",1968,95,8.4,8
"42506","Razza violenta",1984,91,3.2,16
"42513","ReBoot: The Ride",1997,6,4.6,23
"42519","Ready, Willing & Able",1999,81,3,25
"42524","Real Bruce Lee, The",1973,120,7.1,42
"42529","Real Glory, The",1939,95,6.4,96
"42537","Real McCoy, The",1993,105,5.2,1467
"42552","Reap the Wild Wind",1942,123,6.4,353
"42572","Rebel Rousers, The",1970,77,4.3,77
"42597","Recoil",1997,96,4.5,97
"42615","Red Baron, The",1971,97,4.9,120
"42616","Red Barry",1938,256,5.2,5
"42625","Red Dawn",1984,114,5.7,5587
"42639","Red Heat",1988,103,5.4,5860
"42649","Red Line",1996,90,3.3,120
"42650","Red Line 7000",1965,110,5.3,115
"42658","Red Planet",2000,106,5.3,8623
"42672","Red Scorpion",1989,98,3.6,711
"42673","Red Scorpion 2",1994,95,3.4,112
"42674","Red Serpent",2002,90,2.6,39
"42675","Red Shadow: Akakage",2001,108,5.7,189
"42680","Red Sonja",1985,89,4.3,3947
"42686","Red Trousers: The Life of the Hong Kong Stuntmen",2003,93,5.7,58
"42708","Redneck Revenge",1996,90,5.5,9
"42750","Reggie's Prayer",1996,94,3.3,36
"42754","Regina delle Amazzoni, La",1960,84,4.2,16
"42771","Reich",2001,89,4.4,44
"42773","Reign of Fire",2002,101,5.8,11452
"42775","Reign of the Dead",2000,17,8.8,8
"42784","Reindeer Games",2000,124,5.5,7120
"42810","Relentless 3",1993,84,3.8,117
"42820","Reluctant Justice",1995,93,5.8,43
"42833","Rembrandt",2003,109,6.8,416
"42850","Remo Williams: The Adventure Begins",1985,121,5.8,2068
"42861","Ren xia ren",1982,97,6.1,43
"42888","Renegade",1987,92,5.4,215
"42889","Renegade Force",1998,90,5.3,187
"42895","Renegades",1989,106,4.6,397
"42897","Renfrew of the Royal Mounted",1937,57,5.6,10
"42908","Rent-a-Cop",1988,96,3.8,299
"42922","Replacement Killers, The",1998,87,5.8,6825
"42926","Replicant",2001,95,4.9,1686
"42928","Repo Jake",1990,86,5.9,8
"42929","Repo Man",1984,92,6.8,4954
"42961","Rescue Me",1993,99,5,94
"42963","Rescued from an Eagle's Nest",1908,6,4.7,27
"42972","Resident Evil",2002,100,6.2,18978
"42973","Resident Evil: Apocalypse",2004,94,5.6,10486
"42999","Restraining Order",1999,98,4.1,93
"43017","Retour en force",1980,94,4.4,16
