"","title","year","length","rating","votes","budget","budget class"
"29993","Limbo",1999,126,7.1,2063,8300000,"0-10"
"29999","Limey, The",1999,89,7.2,7732,9000000,"0-10"
"30025","Line of Masculinity, The",2003,4,8.2,10,1000,"0-10"
"30040","Lion King, The",1994,89,7.8,32924,79300000,"70-80"
"30053","Lionheart",1990,105,5.1,2123,2500000,"0-10"
"30069","Liquid Lips",1976,73,5.7,11,12000,"0-10"
"30086","List of Adrian Messenger, The",1963,98,7,642,3000000,"0-10"
"30106","Lithivm",1998,127,3.3,117,500000,"0-10"
"30109","Little American, The",1917,80,7.1,20,166949,"0-10"
"30125","Little Black Book",2004,111,4.7,1894,35000000,"30-40"
"30131","Little Boy Lost",1978,90,4.9,18,395000,"0-10"
"30164","Little Fugitive",1953,80,7.7,235,30000,"0-10"
"30167","Little Giant, The",1933,76,6.8,63,197000,"0-10"
"30197","Little Minister, The",1934,110,6.4,111,650000,"0-10"
"30209","Little Nellie Kelly",1940,98,6.4,73,665300,"0-10"
"30212","Little Nicky",2000,90,4.9,9485,80000000,"80-90"
"30217","Little Odessa",1994,98,6.5,1222,2300000,"0-10"
"30242","Little Secrets",2001,97,6.9,457,2500000,"0-10"
"30247","Little Shop of Horrors",1986,94,6.4,8911,30000000,"30-40"
"30248","Little Shop of Horrors, The",1960,70,6.2,1988,27000,"0-10"
"30263","Little Vampire, The",2000,91,5.6,601,22000000,"20-30"
"30271","Little Women",1933,117,7.4,989,424000,"0-10"
"30275","Littlest Cowboy, The",2003,19,7.5,13,10000,"0-10"
"30301","Live and Let Die",1973,121,6.6,8022,7000000,"0-10"
"30306","Livers Ain't Cheap",1997,89,4.5,81,2500000,"0-10"
"30312","Living Daylights, The",1987,130,6.4,7495,30000000,"30-40"
"30318","Living In Missouri",2001,90,8.2,14,10000,"0-10"
"30320","Living Life",2004,88,3.5,30,150000,"0-10"
"30322","Living Out Loud",1998,103,6.5,1774,12000000,"10-20"
"30327","Living and Dining",2003,92,9,5,100000,"0-10"
"30344","Lizzie",2001,87,9,6,500000,"0-10"
"30346","Lizzie McGuire Movie, The",2003,94,5,2541,17000000,"10-20"
"30355","Llamada de apareamiento",2004,3,6.4,15,2000,"0-10"
"30371","Loaded Weapon 1",1993,84,5.4,6485,13000000,"10-20"
"30379","Lobo Paramilitary Christmas Special, The",2002,13,3.5,35,2400,"0-10"
"30413","Logan's Run",1976,120,6.5,5441,9000000,"0-10"
"30432","Lolita",1962,152,7.6,9150,2000000,"0-10"
"30433","Lolita",1997,137,6.8,5757,58000000,"50-60"
"30468","Lone Star",1996,135,7.7,8518,5000000,"0-10"
"30475","Lone Wolf McQuade",1983,105,5.4,721,5000000,"0-10"
"30495","Lonelyland",2002,15,4.2,12,7000,"0-10"
"30500","Lonesome Jim",2005,91,4.1,96,500000,"0-10"
"30518","Long Gray Line, The",1955,138,6.9,364,1748000,"0-10"
"30524","Long Kiss Goodnight, The",1996,120,6.5,12516,65000000,"60-70"
"30532","Long Riders, The",1980,99,7,1190,10000000,"10-20"
"30573","Longest Day, The",1962,180,7.7,6517,8000000,"0-10"
"30590","Look Who's Talking",1989,93,5.5,10847,7500000,"0-10"
"30600","Lookin' to Get Out",1982,105,3.6,83,17000000,"10-20"
"30603","Looking Out",2002,15,9.4,10,42000,"0-10"
"30627","Looney Tunes: Back in Action",2003,91,6.1,2559,80000000,"80-90"
"30657","Lord of the Rings, The",1978,132,5.8,5734,8000000,"0-10"
"30658","Lord of the Rings: The Fellowship of the Ring, The",2001,208,8.8,157608,93000000,"90-100"
"30659","Lord of the Rings: The Return of the King, The",2003,251,9,103631,94000000,"90-100"
"30660","Lord of the Rings: The Two Towers, The",2002,223,8.8,114797,94000000,"90-100"
"30667","Lorna",1964,78,4.9,138,60000,"0-10"
"30680","Loser",1996,85,7.2,70,38000,"0-10"
"30681","Loser",2000,92,5.1,5152,20000000,"20-30"
"30684","Losin' It",1983,100,4.5,645,7000000,"0-10"
"30687","Losing Isaiah",1995,111,6.1,794,17000000,"10-20"
"30688","Losing Lois Lane",2004,20,7.1,24,6000,"0-10"
"30690","Loss of Sexual Innocence, The",1999,106,5.3,977,4000000,"0-10"
"30699","Lost Boundaries",1949,99,6.9,15,250000,"0-10"
"30713","Lost Highway",1997,135,7.3,15936,15000000,"10-20"
"30714","Lost Horizon",1937,118,7.7,2103,2000000,"0-10"
"30715","Lost Horizon",1973,150,4.4,436,12000000,"10-20"
"30726","Lost Patrol, The",1934,66,7.4,276,254000,"0-10"
"30731","Lost Souls",2000,97,4.6,3423,28000000,"20-30"
"30741","Lost Weekend, The",1945,101,8.1,2661,1250000,"0-10"
"30746","Lost World: Jurassic Park, The",1997,129,5.5,28055,73000000,"70-80"
"30754","Lost in Alaska",1952,80,5.4,183,672000,"0-10"
"30756","Lost in Space",1998,130,4.7,15209,80000000,"80-90"
"30757","Lost in Translation",2003,102,8,42450,4000000,"0-10"
"30767","Lost/Found",2003,70,8.4,15,15000,"0-10"
"30769","Lot Like Love, A",2005,107,4.6,786,30000000,"30-40"
"30799","Louisiana Story",1948,78,7.7,147,258000,"0-10"
"30813","Love",2005,90,7.8,12,350000,"0-10"
"30815","Love & Basketball",2000,124,6.7,2093,15000000,"10-20"
"30847","Love Disease",2000,108,8.6,46,60000,"0-10"
"30855","Love God",1997,82,4,35,22000,"0-10"
"30887","Love Letter, The",1999,88,5.2,1258,15000000,"10-20"
"30889","Love Letters",1984,98,6.1,158,550000,"0-10"
"30894","Love Liza",2002,90,6.6,1588,1000000,"0-10"
"30901","Love Me Tender",1956,89,5.6,442,1000000,"0-10"
"30911","Love Object",2003,88,6.3,427,1000000,"0-10"
"30913","Love Parade, The",1929,107,7.1,96,650000,"0-10"
"30922","Love Stinks",1999,94,5.3,1311,4000000,"0-10"
"30924","Love Story",1970,99,6.2,2844,2200000,"0-10"
"30944","Love and Death",1975,85,7.6,4193,3000000,"0-10"
"30953","Love and Other Catastrophes",1996,78,6.5,783,250000,"0-10"
"30973","Love in the Afternoon",1957,125,7.3,1125,2100000,"0-10"
"30986","Love's Labour's Lost",2000,93,5.9,1254,13000000,"10-20"
"30992","Love, Ludlow",2005,97,8.6,22,75000,"0-10"
"31015","Lovely & Amazing",2001,91,6.9,1813,250000,"0-10"
"31024","Lover Girl",1997,87,5.3,102,1000000,"0-10"
"31059","Lu mao zi",2004,100,7.5,34,500000,"0-10"
"31096","Lucky 13",2004,95,5.7,151,1200000,"0-10"
"31099","Lucky Break",2001,108,6.3,707,6000000,"0-10"
"31108","Lucky Lady",1975,118,4.6,231,13000000,"10-20"
"31115","Lucky Numbers",2000,105,5,2396,65000000,"60-70"
"31172","Luminarias",2000,100,2.7,381,1000000,"0-10"
"31176","Lumpia",2003,80,6,13,1000,"0-10"
"31193","Lunatics: A Love Story",1991,87,5.4,135,850000,"0-10"
"31205","Lunes al sol, Los",2002,113,7.8,1466,4000000,"0-10"
"31235","Lurking Fear",1994,76,4.2,124,1000000,"0-10"
"31263","Luz prodigiosa, La",2003,108,7,44,2000000,"0-10"
"31303","M.D.C. - Maschera di cera",1997,98,5.2,272,3000000,"0-10"
"31307","MASH",1970,112,7.8,14829,3500000,"0-10"
"31364","Macabre",1958,72,5.5,58,150000,"0-10"
"31393","Machuca",2004,121,8.4,449,1500000,"0-10"
"31410","Mackenna's Gold",1969,136,6.2,644,7000000,"0-10"
"31415","Macon County Line",1974,89,6.2,124,225000,"0-10"
"31424","Mad City",1997,115,6,3965,50000000,"50-60"
"31437","Mad Dogs",2002,91,3.1,11,1400000,"0-10"
"31442","Mad Love",1935,68,7.1,322,257502,"0-10"
"31447","Mad Max",1979,93,6.8,11542,350000,"0-10"
"31459","Madadayo",1993,134,7.4,554,11900000,"10-20"
"31463","Madam Satan",1930,115,5.9,102,980000,"0-10"
"31486","Madchen's Uniform",2004,13,7.8,10,1000,"0-10"
"31491","Made",2001,94,6.5,4487,5000000,"0-10"
"31493","Made Incorrect",2002,18,8.2,6,25000,"0-10"
"31508","Made in U.S.A.",1966,90,6.4,94,50000,"0-10"
"31525","Madhouse",2004,91,5.4,389,3000000,"0-10"
"31534","Madness and Genius",2003,103,6.4,20,19000,"0-10"
"31540","Madonna: Truth or Dare",1991,114,5.5,2660,4500000,"0-10"
"31600","Magic Roundabout, The",2005,85,5.7,142,20000000,"20-30"
"31612","Magic of Marciano, The",2000,100,6.7,73,4500000,"0-10"
"31629","Magnetic Monster, The",1953,76,5.3,117,105000,"0-10"
"31633","Magnificent Ambersons, The",1942,131,8,3407,850000,"0-10"
"31650","Magnolia",1999,188,8,45992,37000000,"30-40"
"31675","Maid in Manhattan",2002,105,4.6,12237,55000000,"50-60"
"31691","Mailman, The",2004,85,7,6,75000,"0-10"
"31720","Majestic, The",2001,156,6.7,8649,72000000,"70-80"
"31723","Major Dundee",1965,152,6.4,468,3800000,"0-10"
"31724","Major League",1989,107,6.7,8078,11000000,"10-20"
"31728","Major and the Minor, The",1942,100,7.5,598,928000,"0-10"
"31730","Majorettes, The",1986,92,2.7,52,85000,"0-10"
"31782","Mala Noche",1985,78,7.5,75,25000,"0-10"
"31785","Mala nocna muzika",2002,95,4.5,29,200000,"0-10"
"31788","Mala racha",2001,65,8.5,6,70000,"0-10"
"31806","Malcolm X",1992,202,7.5,6873,34000000,"30-40"
"31810","Male Order",2001,23,8.8,6,10000,"0-10"
"31832","Malibu Express",1985,105,3.9,154,500000,"0-10"
"31834","Malibu's Most Wanted",2003,86,4.9,2099,16000000,"10-20"
"31846","Mallrats",1995,94,7.1,22837,6100000,"0-10"
"31859","Maltese Falcon, The",1941,101,8.4,19444,300000,"0-10"
"31866","Mama",1999,100,6,66,3000000,"0-10"
"31880","Mamay",2003,80,6.6,14,200000,"0-10"
"31886","Mame",1974,132,4.8,524,12000000,"10-20"
"31899","Mammoth",2005,8,8.5,6,2000,"0-10"
"31909","Man Apart, A",2003,110,5.4,4231,36000000,"30-40"
"31912","Man Betrayed, A",1941,82,4.7,52,250000,"0-10"
"31922","Man Called... Rainbo, A",1990,99,5.4,53,35000,"0-10"
"31928","Man From Planet X, The",1951,70,5.6,219,50000,"0-10"
"31962","Man Who Knew Too Much, The",1956,120,7.4,5388,2500000,"0-10"
"31975","Man Who Shot Liberty Valance, The",1962,123,8.2,7281,3200000,"0-10"
"31983","Man Who Wasn't There, The",2001,118,7.7,17028,20000000,"20-30"
"31986","Man Who Would Be King, The",1975,129,7.9,8035,8000000,"0-10"
"31994","Man Woman Film",1999,95,3.8,234,35000,"0-10"
"32001","Man for All Seasons, A",1966,120,8,4356,3900000,"0-10"
"32009","Man from Elysian Fields, The",2001,106,6.8,1198,6500000,"0-10"
"32015","Man from Hong Kong, The",1975,111,4.8,83,450000,"0-10"
"32034","Man in the Bath, The",2001,7,6.7,24,10000,"0-10"
"32040","Man in the Iron Mask, The",1998,132,6,11127,35000000,"30-40"
"32054","Man of Conquest",1939,105,6.8,26,1000000,"0-10"
"32057","Man of La Mancha",1972,132,5.6,544,12000000,"10-20"
"32064","Man of the House",2005,97,5.2,511,40000000,"40-50"
"32071","Man on Fire",2004,146,7.4,14358,70000000,"70-80"
"32077","Man on the Moon",1999,118,7.3,19826,52000000,"50-60"
"32085","Man to Man",2005,122,6,76,30000000,"30-40"
"32097","Man with a Plan",1996,89,7.1,68,100000,"0-10"
"32101","Man with the Golden Gun, The",1974,125,6.4,7425,13000000,"10-20"
"32107","Man's Best Friend",1993,95,4.4,511,6000000,"0-10"
"32120","Man-Thing",2005,96,3.8,163,30000000,"30-40"
"32160","Manhattan Baby",1982,89,4,196,300000,"0-10"
"32166","Manhattan Murder Mystery",1993,104,7.3,5044,13500000,"10-20"
"32171","Manhunter",1986,124,7.2,7272,15000000,"10-20"
"32176","Maniac",1934,51,3,177,5000,"0-10"
"32178","Maniac",1980,85,5.2,732,350000,"0-10"
"32179","Maniac Cop",1988,85,5,709,1100000,"0-10"
"32180","Maniac Cop 2",1990,90,4.4,360,4000000,"0-10"
"32199","Manito",2002,79,7.2,145,24000,"0-10"
"32200","Manitou, The",1978,104,3.7,216,3000000,"0-10"
"32222","Mannequin: On the Move",1991,95,2.9,1235,13000000,"10-20"
"32223","Manners of Dying",2004,104,7.4,16,750000,"0-10"
"32225","Manny & Lo",1996,88,6.9,395,500000,"0-10"
"32258","Mantis in Lace",1968,68,3.6,50,35000,"0-10"
"32276","Maquinista, El",2004,102,7.7,4322,5000000,"0-10"
"32308","March or Die",1977,104,5.7,325,9000000,"0-10"
"32318","Marci X",2003,80,2.8,741,20000000,"20-30"
"32328","Marco Polo: Haperek Ha'aharon",1996,127,4.6,23,3300000,"0-10"
"32355","Maria Chapdelaine",1983,107,6.4,40,4600000,"0-10"
"32365","Mariachi, El",1992,81,7,6817,220000,"0-10"
"32379","Marie Antoinette",1938,160,7.1,255,2926000,"0-10"
"32405","Marilyn's Man",2004,92,7.6,24,825000,"0-10"
"32432","Mark of Cain",1985,90,4.1,12,1000000,"0-10"
"32441","Mark of the Vampire",1935,60,6.2,367,305177,"0-10"
"32460","Marnie",1964,130,7.1,4373,3000000,"0-10"
"32462","Marooned",1969,134,5.1,583,8000000,"0-10"
"32471","Marriage Circle, The",1924,92,8,96,212000,"0-10"
"32490","Mars",1998,91,3.3,156,4500000,"0-10"
"32491","Mars",2004,100,6.8,23,2000000,"0-10"
"32493","Mars Attacks!",1996,106,6.1,27363,70000000,"70-80"
"32518","Martin",1977,95,6.9,847,800000,"0-10"
"32523","Martin Lawrence Live: Runteldat",2002,113,4.6,504,3000000,"0-10"
"32530","Marty",1955,94,7.7,2075,343000,"0-10"
"32542","Marvin's Room",1996,98,6.5,4005,23000000,"20-30"
"32545","Mary Jane's Not a Virgin Anymore",1997,98,5.9,41,50000,"0-10"
"32548","Mary Reilly",1996,108,5.5,2806,47000000,"40-50"
"32580","Mask of Fu Manchu, The",1932,68,6.2,298,327627,"0-10"
"32582","Mask of Zorro, The",1998,136,6.8,18220,65000000,"60-70"
"32584","Mask, The",1961,83,4.3,87,250000,"0-10"
"32585","Mask, The",1994,97,6.4,21533,18000000,"10-20"
"32629","Master Gunfighter, The",1975,121,3.3,72,3500000,"0-10"
"32635","Master and Commander: The Far Side of the World",2003,138,7.5,21328,150000000,"150-160"
"32639","Master of Disguise, The",2002,80,2.9,3903,16000000,"10-20"
"32646","Masters of the Universe",1987,106,4.4,3288,17000000,"10-20"
"32652","Mata Hari",1931,89,6.8,229,558000,"0-10"
"32655","Matador, El",2003,90,7.1,11,26000,"0-10"
"32665","Match King, The",1932,79,6.6,37,165000,"0-10"
"32677","Matewan",1987,132,7.6,1877,4000000,"0-10"
"32687","Matilda",1996,102,6.5,4351,36000000,"30-40"
"32708","Matrix Reloaded, The",2003,138,7.1,57225,127000000,"120-130"
"32709","Matrix Revolutions, The",2003,125,6.3,40058,110000000,"110-120"
"32710","Matrix, The",1999,136,8.5,143853,63000000,"60-70"
"32731","Maurice",1987,140,7.3,2226,2600000,"0-10"
"32751","Max Keeble's Big Move",2001,86,5.3,587,12000000,"10-20"
"32765","Maximum Overdrive",1986,97,4.3,3050,10000000,"10-20"
"32769","May",2002,93,6.8,3324,1700000,"0-10"
"32780","Mayerling",1968,140,5.6,154,5000000,"0-10"
"32787","Mayor of Hell, The",1933,90,6.8,80,229000,"0-10"
"32811","McHale's Navy",1997,108,3.7,1758,42000000,"40-50"
"32815","McLintock!",1963,127,7,1289,2000000,"0-10"
"32846","Me, Myself & Irene",2000,116,6,21305,51000000,"50-60"
"32851","Mean Creek",2004,89,7.3,2094,500000,"0-10"
"32853","Mean Girls",2004,97,7,11591,17000000,"10-20"
"32858","Mean People Suck",2003,8,4.7,48,10000,"0-10"
"32860","Mean Streets",1973,107,7.5,8008,150000,"0-10"
"32863","Meaning of Life, The",1983,112,7.3,12351,9000000,"0-10"
"32887","Medallion, The",2003,88,4.5,2765,41000000,"40-50"
"32893","Medicine Man",1992,106,5.7,4190,40000000,"40-50"
"32904","Medium Cool",1969,110,7.2,480,800000,"0-10"
"32914","Meet Joe Black",1998,178,6.6,16796,90000000,"90-100"
"32922","Meet Me in St. Louis",1944,113,7.7,2480,1707561,"0-10"
"32927","Meet the Applegates",1991,90,5,464,1000,"0-10"
"32929","Meet the Deedles",1998,93,3.4,443,24000000,"20-30"
"32930","Meet the Feebles",1989,94,6.5,3812,750000,"0-10"
"32932","Meet the Fockers",2004,115,6.5,11950,80000000,"80-90"
"32933","Meet the Hollowheads",1989,86,5,70,4800000,"0-10"
"32936","Meet the Parents",2000,108,7,30804,55000000,"50-60"
"32950","Megaforce",1982,99,2.7,562,20000000,"20-30"
"32957","Megiddo: The Omega Code 2",2001,104,3.8,729,22000000,"20-30"
"32968","Meili xin shijie",1999,100,5.3,40,300000,"0-10"
"33034","Memento",2000,113,8.7,90317,5000000,"0-10"
"33037","Memoirs of an Evil Stepmother",2004,18,8,6,20000,"0-10"
"33038","Memoirs of an Invisible Man",1992,99,5.6,3038,40000000,"40-50"
"33059","Memron",2004,79,9,11,65000,"0-10"
"33077","Men in Black",1997,98,6.8,53231,90000000,"90-100"
"33078","Men in Black II",2002,88,5.6,21580,140000000,"140-150"
"33081","Men in Love",1989,85,2.9,23,350000,"0-10"
"33084","Men of Action",2003,15,8.6,13,30000,"0-10"
"33088","Men of Honor",2000,129,6.6,9684,32000000,"30-40"
"33094","Men of War",1994,99,4.6,397,12000000,"10-20"
"33097","Men with Brooms",2002,102,5.9,1096,7500000,"0-10"
"33103","Menace II Society",1993,97,7.3,4704,3500000,"0-10"
"33111","Meng long guojiang",1972,90,6.6,1775,130000,"0-10"
"33153","Mercano, el marciano",2002,72,6.2,110,600000,"0-10"
"33160","Merchant of Venice, The",2004,138,7.3,1400,30000000,"30-40"
"33168","Mercury Rising",1998,108,5.6,8202,60000000,"60-70"
"33170","Mercy",2003,112,5.8,6,5000,"0-10"
"33171","Mercy Streets",2000,106,4.6,149,600000,"0-10"
"33198","Merry Widow, The",1925,137,7.6,91,608016,"0-10"
"33219","Mesmerized",1986,94,4.7,147,5654930,"0-10"
"33223","Message in a Bottle",1999,126,5.4,5582,30000000,"30-40"
"33228","Message, The",1976,177,7.5,743,10000000,"10-20"
"33265","Meteor",1979,107,4.5,1116,16000000,"10-20"
"33273","Metoroporisu",2001,107,7.3,3380,14500000,"10-20"
"33274","Metro",1997,117,5.2,3560,55000000,"50-60"
"33280","Metropolis Apocalypse",1988,11,2,7,20000,"0-10"
"33282","Metropolitan",1990,98,7.1,1379,430000,"0-10"
"33294","Mexican Dream, The",2003,28,6,44,19000,"0-10"
"33305","Mexican, The",2001,123,6,13935,38000000,"30-40"
"33363","Michael Collins",1996,133,6.8,5009,25000000,"20-30"
"33368","Michael Moore Hates America",2004,125,4.2,629,200000,"0-10"
"33378","Mickey",1918,93,7.1,18,125000,"0-10"
"33380","Mickey",2004,90,5.4,52,6000000,"0-10"
"33381","Mickey Blue Eyes",1999,102,5.8,7247,40000000,"40-50"
"33441","Midnight Clear, A",1992,107,7.5,2147,5000000,"0-10"
"33443","Midnight Cowboy",1969,113,7.9,13091,3600000,"0-10"
"33446","Midnight Days",2001,60,2.8,14,10000,"0-10"
"33448","Midnight Express",1978,121,7.6,7617,2300000,"0-10"
"33465","Midnight Run",1988,126,7.5,9196,30000000,"30-40"
"33469","Midnight Sun",2003,18,1.6,12,4000,"0-10"
"33476","Midnight in the Garden of Good and Evil",1997,155,6.4,8517,30000000,"30-40"
"33492","Midwestern Myth",2003,89,7.1,9,250000,"0-10"
"33509","Mighty Aphrodite",1995,95,7,7083,15000000,"10-20"
"33515","Mighty Joe Young",1998,114,5.6,2873,49000000,"40-50"
"33569","Mildred Pierce",1945,111,7.7,2348,1500000,"0-10"
"33572","Miles Ahead",2004,83,6.1,17,55000,"0-10"
"33586","Milking the Chicken",2003,35,6.2,13,1000,"0-10"
"33590","Milky Way, The",1936,89,6.9,151,1032000,"0-10"
"33605","Miller's Crossing",1990,115,8,14575,14000000,"10-20"
"33609","Million Dollar Baby",2004,132,8.3,20195,30000000,"30-40"
"33612","Million Dollar Hotel, The",2000,122,5.5,4746,8000000,"0-10"
"33645","Milpitas Monster, The",1975,80,3.4,33,11000,"0-10"
"33654","Mimic",1997,105,5.6,6052,25000000,"20-30"
"33656","Mimmo & Paulie",2004,29,9.8,13,12000,"0-10"
"33687","Mind's Eye, The",2005,96,6.7,7,750000,"0-10"
"33690","MindField",2003,63,9,5,6000,"0-10"
"33696","Mindhunters",2004,102,6.3,3925,27000000,"20-30"
"33714","Minion, The",1998,95,3.2,338,12000000,"10-20"
"33723","Minnie and Moskowitz",1971,114,7,287,900000,"0-10"
"33727","Minority Report",2002,145,7.8,51199,102000000,"100-110"
"33736","Mio West, Il",1998,95,4.1,75,10000000,"10-20"
"33747","Miracle Goes On, The",1976,97,9.4,5,850000,"0-10"
"33749","Miracle Mile",1988,87,6.8,1086,3000000,"0-10"
"33751","Miracle Rider, The",1935,306,7.4,22,80000,"0-10"
"33753","Miracle Worker, The",1962,106,7.9,2130,500000,"0-10"
"33793","Mirror Has Two Faces, The",1996,122,5.7,2775,42000000,"40-50"
"33807","Misadventures of Margaret, The",1998,80,5.4,217,5000000,"0-10"
"33810","Misbehavers, The",2004,120,7.7,21,10000,"0-10"
"33815","Misdemeanor",2002,13,8.9,17,16000,"0-10"
"33820","Misery",1990,107,7.5,13120,20000000,"20-30"
"33825","Misfits, The",1961,120,7.3,1905,4000000,"0-10"
"33826","Mishima: A Life in Four Chapters",1985,121,7.5,772,5000000,"0-10"
"33837","Miss Cast Away",2004,90,4,27,2000000,"0-10"
"33838","Miss Congeniality",2000,109,6.2,16235,45000000,"40-50"
"33853","Miss Pacific Fleet",1935,66,5.7,9,202798,"0-10"
"33859","Miss Supreme Queen",1999,24,5.6,9,50000,"0-10"
"33871","Missile to the Moon",1958,78,3.5,58,65000,"0-10"
"33896","Mission to Mars",2000,113,4.9,15018,90000000,"90-100"
"33898","Mission to Moscow",1943,124,6.6,89,1516000,"0-10"
"33901","Mission: Impossible",1996,110,6.6,33496,75000000,"70-80"
"33902","Mission: Impossible II",2000,123,5.7,35958,125000000,"120-130"
"33913","Mississippi Burning",1988,128,7.6,8084,15000000,"10-20"
"33920","Missy",2001,71,9.6,19,5000,"0-10"
"33970","Mix",2004,97,5.9,96,1000000,"0-10"
"33972","Mix Tape",2003,97,7.7,7,15000,"0-10"
"34001","Mo' Better Blues",1990,130,6.1,1408,10000000,"10-20"
"34002","Mo' Money",1992,97,4.9,1109,15000000,"10-20"
"34014","Moby Dick",1956,115,7.3,1887,4500000,"0-10"
"34019","Mockingbird Don't Sing",2001,99,6.3,195,3000000,"0-10"
"34038","Modern Times",1936,87,8.5,10326,1500000,"0-10"
"34039","Modern Vampires",1998,91,4.1,700,2000000,"0-10"
"34044","Modesty Blaise",1966,119,5,452,3000000,"0-10"
"34045","Modigliani",2004,128,7,155,12000000,"10-20"
"34083","Mole People, The",1956,77,4.2,380,200000,"0-10"
"34090","Molly",1999,102,5.5,610,21000000,"20-30"
"34093","Molly Maguires, The",1970,124,6.6,455,11000000,"10-20"
"34116","Moment of Grace, A",2004,20,8.6,14,50000,"0-10"
"34130","Mommie Dearest",1981,129,6.2,1696,5000000,"0-10"
"34131","Mommy",1995,89,5.2,62,700000,"0-10"
"34153","Mona Lisa Smile",2003,117,6.1,6838,65000000,"60-70"
"34176","Mondo Topless",1966,60,3.9,117,12000,"0-10"
"34177","Mondo Trasho",1969,95,6,161,2100,"0-10"
"34198","Money Pit, The",1986,91,5.6,6392,10000000,"10-20"
"34200","Money Talks",1997,97,5.5,2720,25000000,"20-30"
"34202","Money Train",1995,103,5.1,5081,68000000,"60-70"
"34234","Monkey Shines",1988,113,5.8,834,7000000,"0-10"
"34241","Monkeybone",2001,92,4.7,3112,75000000,"70-80"
"34263","Monsieur Klein",1976,123,7.3,390,3500000,"0-10"
"34271","Monsieur Verdoux",1947,114,7.5,1254,2000000,"0-10"
