"","title","year","length","rating","votes"
"54141","Un vivant qui passe",1997,65,4.6,12
"54147","UnConventional",2004,99,4.6,10
"54177","Unchained Memories: Readings from the Slave Narratives",2003,75,8,44
"54188","Uncle Jim's Dairy Farm",1960,12,3.4,34
"54193","Uncle Saddam",2000,63,6.7,89
"54204","Unconquered, The",1954,55,9.2,10
"54205","Uncovered: The War on Iraq",2004,87,7.7,136
"54206","Uncovered: The Whole Truth About the Iraq War",2003,56,7.9,290
"54207","Uncrating and Assembly of the P-47 Thunderbolt Airplane",1943,40,9.2,6
"54211","Und vor mir die Sterne",1998,90,8.3,6
"54281","Underground",1976,87,6,22
"54338","Une histoire de vent",1989,80,7.6,36
"54380","Unfinished Journey, The",1999,21,6.6,49
"54382","Unfinished Symphony: Democracy and Dissent",2001,60,7.9,15
"54385","Unforgivable Blackness: The Rise and Fall of Jack Johnson",2004,220,8.3,83
"54410","Unidentified Flying Objects: The True Story of Flying Saucers",1956,91,4.9,17
"54421","Union Square",2003,90,6,6
"54423","Union in Wait, A",2001,45,6.7,13
"54429","Univers de Jacques Demy, L'",1995,90,6.4,23
"54430","Universal Clock: The Resistance of Peter Watkins, The",2001,77,5.4,9
"54435","Universe",1960,29,7.5,17
"54437","University, Inc.",1999,54,2.9,8
"54443","Unknown Powers",1978,97,5.4,8
"54452","Unlikely Heroes",2003,120,7.9,12
"54455","Unmade Beds",1997,95,6.7,148
"54467","Unprecedented: The 2000 Presidential Election",2002,50,8.5,224
"54476","Unseen Guardians",1939,11,6.1,5
"54510","Untertage",2003,25,6.6,6
"54522","Unzipped",1995,73,6,348
"54529","Uomini sul fondo",1941,94,8.8,5
"54547","Uot, Zoo!",1986,23,5.1,10
"54557","Up Syndrome",2000,82,3.2,20
"54565","Up for Grabs",2005,90,7.8,20
"54628","Urbania",2001,70,8.5,29
"54631","Urgences",1988,105,6.4,9
"54632","Urgh! A Music War",1981,96,7.1,155
"54634","Urine: Good Health",1999,56,4.4,14
"54684","Utopia of Death",1940,10,5.4,17
"54703","Uzel",1999,91,4.9,18
"54720","V temnote",2004,41,8.2,5
"54721","V toy strane...",1997,87,7,42
"54729","VI olympiske vinterleker Oslo 1952, De",1952,103,5.4,5
"54730","VIP: Very Important Pinoys",2003,48,3,6
"54742","Vacances au pays",2000,75,5.9,9
"54746","Vacancy",1999,14,7.6,8
"54779","Vai viegli but jaunam?",1987,83,7.1,10
"54785","Vakvagany",2002,86,6.3,30
"54816","Valley Centro, El",2000,90,6.1,15
"54839","Valse, La",1951,6,4.6,7
"54847","Vampira - About Sex, Death and Taxes",1995,64,4.3,10
"54890","Van Gogh: Darkness Into Light",1956,21,5.8,24
"54892","Van Morrison in Ireland",1980,56,1.9,9
"54916","Vanishing Prairie, The",1954,71,8.1,42
"54920","Vanishing Wilderness",1974,93,5.8,8
"54938","Varis",2004,36,5.3,10
"54978","Vedenalainen Islanti",1997,52,3.6,7
"55009","Velvet Underground and Nico, The",1966,70,7,94
"55071","Venus Boyz",2002,102,7.7,74
"55121","Verj",1994,10,3.9,5
"55132","Vernon, Florida",1981,72,7.8,239
"55156","Vertical Reality",1994,92,9,5
"55267","Victory Through Air Power",1943,65,7.4,68
"55273","Vida em Cana, A",2001,68,7.3,10
"55290","Videogramme einer Revolution",1992,106,6.9,9
"55326","Viel passiert - Der BAP-Film",2002,101,4.3,34
"55327","Viena",2001,16,9.4,5
"55343","Vies",2000,87,6.4,9
"55346","Vieuphoria",1994,90,8.5,188
"55377","Vikings",2004,40,7.7,5
"55410","Ville Louvre, La",1990,84,7.1,24
"55425","Vincent Price: The Sinister Image",1988,192,8.9,15
"55427","Vincent: The Junkie Chronicles",2000,9,7.5,15
"55435","Vintage - Families of Value",1995,72,3,13
"55441","Vinyl",2000,110,7.2,36
"55449","Violences du silence, Les",1997,26,9,5
"55536","Visions of Eight",1973,109,6.2,26
"55538","Visions of Light",1992,92,7.7,515
"55541","Visit to Peek Frean and Co.'s Biscuit Works, A",1906,12,6.5,25
"55544","Visit with Truman Capote, A",1966,29,8.8,5
"55556","Visiting Italy",1951,8,4.9,12
"55570","Vita sporten, Den",1968,102,8.4,8
"55586","Viva Eu!",1989,18,8.6,9
"55605","Vive le tour",1962,18,6.4,6
"55632","Vladimir Horowitz: The Last Romantic",1986,88,7.9,16
"55638","Vlast' Solovetskaya. Svidetel'stva i dokumenty",1988,93,7,5
"55662","Voice That Thrilled the World, The",1943,18,5.9,7
"55667","Voice of the Prophet",2002,7,7,13
"55674","Voices of Iraq",2004,80,7.2,120
"55675","Voices of Sarafina!",1988,85,5.2,23
"55688","Volcano: An Inquiry Into the Life and Death of Malcolm Lowry",1976,100,6.7,14
"55689","Volcanoes of the Deep Sea",2003,40,6.2,33
"55782","Vrais perdants, Les",1978,92,7.2,7
"55825","Vulkanmannen",1997,77,2.8,10
"55845","W.E.B. DuBois: A Biography in Four Voices",1996,114,7.2,6
"55847","W.I.S.O.R.",2001,75,5.9,7
"55851","WMD: Weapon of Mass Destruction",2004,92,7.1,12
"55852","WTC the First 24 Hours",2002,40,6.3,45
"55876","Waco: The Rules of Engagement",1997,165,8.4,538
"55877","Wadd: The Life and Times of John C. Holmes",1998,105,6.4,181
"55879","Wag the Dogma",2001,30,6.3,6
"55910","Waiting for Fidel",1974,58,6.3,25
"55913","Waiting for Harvey: A Beginner's Guide to Cannes",1999,60,8.9,8
"55943","Walk Don't Walk",2001,60,7.6,11
"55971","Walking After Midnight",1988,92,4.6,14
"55996","Wall, The",1962,9,7.3,10
"56008","Walt Disney Story, The",1973,25,7.1,29
"56042","War",2004,84,5,29
"56050","War Comes to America",1945,70,7.9,59
"56064","War Photographer",2001,96,7.7,344
"56066","War Room, The",1993,96,7.5,471
"56068","War Story",1989,5,6.5,54
"56075","War at Home, The",1979,100,7.2,34
"56089","Warheads",1993,179,7.2,5
"56110","Warrendale",1967,100,7.7,18
"56128","Was geht - Die fantastischen Vier",2001,84,6.7,26
"56129","Was geht Euch mein Leben an: Marieluise",1997,141,7,5
"56130","Was geschah wirklich zwischen den Bildern?",1986,83,7.5,13
"56131","Was ich bin, sind meine Filme",1979,93,6.4,6
"56159","Watch the K Foundation Burn a Million Quid",1995,63,7.2,10
"56173","Watchtower Over Tomorrow",1945,15,7.8,13
"56182","Water Sports",1935,8,5.9,5
"56190","Water-Logged",1962,83,5.7,6
"56205","Watermarks",2004,80,6.6,59
"56207","Watermelon Woman, The",1996,90,6.3,130
"56209","Watershed, The",2004,78,8.7,8
"56211","Waterwalker",1984,87,4.7,11
"56213","Wattstax",1973,98,7,90
"56218","Wax, or the Discovery of Television Among the Bees",1991,85,4.7,59
"56229","Way Out Topless",1967,66,2.1,6
"56270","We Served with Pride: The Chinese American Experience in WWII",1999,56,6.3,5
"56271","We Sold Our Souls for Rock 'n Roll",2001,90,3.3,37
"56279","We Work Again",1937,15,6.4,15
"56285","We're Funny That Way",1998,86,6.3,12
"56306","Weapons of the Spirit",1987,90,7.4,23
"56312","Weather Underground, The",2002,92,7.7,566
"56315","Weavers: Wasn't That a Time, The",1982,78,8.1,58
"56319","Wedding Advice: Speak Now or Forever Hold Your Peace",2002,57,9.1,36
"56334","Wedding in Monaco, The",1956,31,6.9,26
"56335","Wedding in Ramallah, A",2002,90,7.7,19
"56371","Weg naar Bresson, De",1984,54,7.4,9
"56372","Weg nach Eden, Der",1995,80,6.4,22
"56407","Welcome to Hollywood",2000,89,4.8,238
"56419","Welfare",1975,167,7.7,24
"56420","Well Done",1994,73,5.8,11
"56421","Well Spent Life, A",1972,44,7,10
"56452","Werner Herzog Eats His Shoe",1980,20,8,56
"56463","West 47th Street",2001,104,6.7,10
"56471","West Virginia, the State Beautiful",1929,75,6,9
"56488","Western Approaches",1944,83,7.1,8
"56503","Westray",2001,80,6.6,13
"56523","Whale of a Tale, A",2004,90,7,8
"56526","Whales: An Unforgettable Journey",1997,44,7.8,50
"56543","What Do You Say to a Naked Lady?",1970,85,5.6,130
"56551","What Happened on Twenty-third Street, New York City",1901,1,5.8,18
"56553","What Happened to Kerouac?",1985,96,5.9,26
"56557","What I Want My Words to Do to You: Voices From Inside a Women's Maximum Security Prison",2003,78,7.2,21
"56631","Wheel of Time",2003,81,7.5,57
"56637","Wheels of Fortune",2001,70,7.1,5
"56638","When Billy Broke His Head... and Other Tales of Wonder",1995,60,6.2,13
"56639","When Boys Fly",2002,62,6.4,63
"56641","When Comedy Was King",1960,81,8.2,50
"56659","When Ocean Meets Sky",2003,99,8.8,14
"56669","When Two Won't Do",2002,90,7.7,14
"56671","When We Were Kings",1996,89,7.7,3227
"56699","When the Storm Came",2004,24,8.9,8
"56706","Where Are We? Our Trip Through America",1992,73,6.4,12
"56732","Where the Girls Are",2003,30,3.6,6
"56820","White Darkness, The",2002,52,7.4,7
"56822","White Diamond, The",2004,88,7.5,14
"56872","White Wilderness",1958,72,7.1,34
"56873","White Wings on Review",1903,3,3.2,5
"56887","Who Are the DeBolts? And Where Did They Get Nineteen Kids?",1977,72,6.4,14
"56889","Who Do You Think You're Fooling?",1994,11,4.6,37
"56896","Who Is Bernard Tapie?",2001,56,5.9,30
"56909","Who Killed Vincent Chin?",1987,87,7,39
"56914","Who Shall Live and Who Shall Die?",1982,90,8,5
"56921","Who's Counting? Marilyn Waring on Sex, Lies and Global Economics",1995,94,8.8,11
"56929","Who's Out There?",1975,35,5,15
"56932","Who's Tommy, the Amazing Journey, The",1993,59,5.7,22
"56937","Who: Who's Better Who's Best, The",1988,60,7.4,15
"56942","Whole",2003,55,7.5,12
"56965","Whose University Is It?",2003,60,7.3,18
"56967","Why Can't We Be a Family Again?",2002,27,7.2,24
"56970","Why Elvis?",1994,76,1.2,15
"56972","Why Man Creates",1968,29,5.9,80
"56975","Why Pay Two Rents",2001,28,7,5
"56978","Why Study Industrial Arts?",1956,10,2.3,49
"57012","Wie de Waarheid Zegt Moet Dood",1981,60,7.3,22
"57033","Wigstock: The Movie",1995,85,6.4,145
"57047","Wild Bill: Hollywood Maverick",1996,95,7.5,59
"57053","Wild Bunch: An Album in Montage, The",1996,34,7.2,68
"57084","Wild Man Blues",1997,105,6.8,645
"57097","Wild Parrots of Telegraph Hill, The",2003,83,8.2,154
"57112","Wild Style",1982,82,7.3,211
"57131","Wild and Woolly",1931,9,5.9,11
"57144","Wild, Wild World of Jayne Mansfield, The",1968,99,4.8,50
"57179","William S. Burroughs: Commissioner of Sewers",1991,60,7.2,22
"57212","Wind, The",1998,1,7.3,6
"57218","Windjammer: The Voyage of the Christian Radich",1958,127,6.3,45
"57221","Window Water Baby Moving",1962,13,7.8,151
"57257","Winifred Wagner und die Geschichte des Hauses Wahnfried von 1914-1975",1975,104,6.8,11
"57276","Winning New Hampshire",2004,45,8.1,10
"57278","Winning Your Wings",1942,18,6.8,24
"57283","Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics",1911,7,8,53
"57301","Winter Soldier",1972,96,6.8,11
"57307","Winter ade",1987,116,7,7
"57339","Wisecracks",1991,90,5.5,36
"57357","Wissen vom Heilen, Das",1996,93,7.9,14
"57384","With Byrd at the South Pole",1930,82,7.2,25
"57395","With the Marines at Tarawa",1944,18,8.4,5
"57406","Without Memory",1996,75,6.7,7
"57424","Wittstock, Wittstock",1997,117,3.5,11
"57450","Wo der Himmel die Erde trifft",2000,85,8,9
"57478","Wolves",1999,40,6,26
"57548","Women in Defense",1941,10,6.2,11
"57561","Won't Anybody Listen",2001,73,7.7,20
"57569","Wonder of It All",1974,95,4.8,5
"57577","Wonderful World of Dogs, The",1990,52,7,5
"57581","Wonders of China",1982,19,7.6,22
"57601","Woodstock",1970,216,7.6,2540
"57610","Word Is Out",1978,124,8.5,18
"57611","Word Universe: A Journey to West Africa, The",1995,91,1.8,13
"57612","Word Wars",2004,80,7.2,146
"57618","Words for Battle",1941,8,7.8,10
"57619","Words of My Perfect Teacher",2003,103,1.7,17
"57632","Working for Labour",1998,120,8.2,5
"57643","World Is Watching, The",1988,59,6.9,18
"57652","World at Their Feet, The",1970,95,7,6
"57653","World at War, The",1942,66,7.4,10
"57657","World of Abbott and Costello, The",1965,75,5.3,44
"57658","World of Comedy",1962,94,7.2,33
"57662","World of Tomorrow, The",1984,83,7.5,13
"57674","Worst of Faces of Death, The",1987,60,2.1,34
"57681","Woubi Cheri",1998,62,6.8,6
"57685","Wow",1970,94,7.2,9
"57721","Wszystko moze sie przytrafic",1995,39,8,6
"57772","X: The Unheard Music",1986,84,8.2,62
"57887","Yank Tanks",2002,70,6.6,27
"57915","Yardbirds",1992,55,7.2,5
"57929","Yatzati L'Hapes Ahavah - Techef Ashuv",1997,55,7.5,69
"57937","Ydessa, les ours et etc.",2004,44,7.8,6
"57938","Ydmygede, De",1998,79,2.7,75
"57944","Year of Living Vicariously, The",2005,63,6.7,6
"57950","Year of the Horse",1997,106,6.2,328
"57953","Year of the Yao, The",2004,88,7.9,58
"57990","Yellowstone",1994,32,6.4,24
"58012","Yes Men, The",2003,83,6.9,515
"58024","Yessongs",1975,70,7.6,68
"58071","Yo soy, del Son a la Salsa",1996,100,8.5,6
"58087","Yom Huledet Same'ach Mar Mograbi",1999,77,4.2,13
"58089","Yoman Sadeh",1982,83,6.3,10
"58099","Yosemite: The Fate of Heaven",1989,58,9.1,7
"58108","You Are What You Eat",1968,75,5.4,12
"58119","You Can't Fool a Camera",1941,10,6,7
"58129","You Don't Know Dick: Courageous Hearts of Transsexual Men",1996,75,5.7,30
"58146","You See Me Laughin'",2002,86,7.2,23
"58174","You're Still Not Fooling Anybody",1997,5,3.7,43
"58186","You, John Jones",1943,11,6.3,21
"58193","Young Americans",1967,104,6.9,12
"58268","Young and the Dead, The",2000,93,6,29
"58314","Yugoslavia: The Avoidable War",1999,165,6,8
"58321","Yuki Yukite shingun",1987,122,8.5,114
"58347","Yves Saint Laurent 5 avenue Marceau 75116 Paris",2002,85,6.2,7
"58348","Yvonne Netter, avocate",1982,24,9.1,6
"58352","Z miasta Lodzi",1968,18,6.2,21
"58353","Z punktu widzenia nocnego portiera",1978,17,6,39
"58412","Zapatista",1999,56,5.1,25
"58471","Zeit mit Kathrin, Die",1999,96,4.4,17
"58487","Zendegi dar meh",1999,28,4.6,15
"58488","Zendegi va digar hich",1991,91,8.1,254
"58489","Zenith",2001,60,9.1,11
"58494","Zeppelin 'Hindenburg', The",1936,7,6,11
"58550","Zhivago: Behind the Camera with David Lean",1965,10,6.1,18
"58577","Zico",2002,86,6.7,7
"58587","Ziggy Stardust and the Spiders from Mars",1973,90,6.4,360
"58611","Zion Canyon: Treasure of the Gods",1996,40,7.1,17
"58683","Zoo",1993,130,7.8,15
"58775","e-Dreams",2001,94,6.8,86
